name,t1,t2,mos
pair29_DCC-Net.mp4,-1,-1,59.6
pair45.mp4,-1,-1,25.2
pair15.mp4,-1,-1,23.45
pair44_StableLLVE.mp4,-1,-1,52.6
pair68_JY.mp4,-1,-1,54.85
108_GHE.mp4,-1,-1,25.85
38_GHE.mp4,-1,-1,44
104_AGCCPF.mp4,-1,-1,30.6
19.mp4,-1,-1,45.65
103_BPHEME_BPHEME.mp4,-1,-1,33.1
47_AGCCPF.mp4,-1,-1,45.65
pair11_JY.mp4,-1,-1,39.7
pair60_GHE.mp4,-1,-1,58.4
53_GHE.mp4,-1,-1,24.85
1_MBLLEN.mp4,-1,-1,35.7
32_BPHEME.mp4,-1,-1,50.8
3699089579.mp4,-1,-1,25.15
8215074237.mp4,-1,-1,26.4
85_BPHEME.mp4,-1,-1,25.15
pair52.mp4,-1,-1,24.35
8324243833_JY.mp4,-1,-1,19.45
112_DCC-Net.mp4,-1,-1,50.4
30_SGZSL.mp4,-1,-1,16.6
pair54_StableLLVE.mp4,-1,-1,39.3
40_GHE.mp4,-1,-1,36.7
3627681183_SGZSL.mp4,-1,-1,27.65
48.mp4,-1,-1,55.6
pair41_BPHEME.mp4,-1,-1,21.55
4_StableLLVE.mp4,-1,-1,17.95
75_AGCCPF.mp4,-1,-1,20.95
pair33.mp4,-1,-1,26.7
00567_SGZSL.mp4,-1,-1,48.6
111.mp4,-1,-1,28.6
65_StableLLVE.mp4,-1,-1,64.7
pair53_JY.mp4,-1,-1,38.65
pair10.mp4,-1,-1,19.7
pair54_GHE.mp4,-1,-1,39.45
01024_SGZSL.mp4,-1,-1,20.15
1009_BPHEME.mp4,-1,-1,56.25
6_JY.mp4,-1,-1,23.4
15.mp4,-1,-1,44.3
1_SGZSL.mp4,-1,-1,33.55
00611.mp4,-1,-1,12.95
97_SGZSL.mp4,-1,-1,46.1
15_MBLLEN.mp4,-1,-1,62.1
3825035703_StableLLVE.mp4,-1,-1,29
pair5_JY.mp4,-1,-1,48.7
114_StableLLVE.mp4,-1,-1,64.75
4406917423_AGCCPF.mp4,-1,-1,26.2
0911skateBoard_SGZSL.mp4,-1,-1,65.85
pair18_DCC-Net.mp4,-1,-1,55.35
pair23_GHE.mp4,-1,-1,56.9
pair43_AGCCPF.mp4,-1,-1,33.1
pair14_GHE.mp4,-1,-1,44.85
25_StableLLVE.mp4,-1,-1,47.75
45_MBLLEN.mp4,-1,-1,37.1
pair51_BPHEME.mp4,-1,-1,24.95
3263720175_MBLLEN.mp4,-1,-1,20.6
0817_StableLLVE.mp4,-1,-1,68.55
3825035703_BPHEME.mp4,-1,-1,36.2
pair68.mp4,-1,-1,28.4
4_SGZSL.mp4,-1,-1,23.3
5850199057.mp4,-1,-1,13.6
20_DCC-Net.mp4,-1,-1,60.95
98_BPHEME.mp4,-1,-1,16.75
5850199057_DCC-Net.mp4,-1,-1,23.6
67_SGZSL.mp4,-1,-1,59.4
93_BPHEME.mp4,-1,-1,47.3
pair2_SGZSL.mp4,-1,-1,48.5
27_MBLLEN.mp4,-1,-1,26.85
29_MBLLEN.mp4,-1,-1,66.4
4406917423_GHE.mp4,-1,-1,16.05
pair22_JY.mp4,-1,-1,45.45
49_AGCCPF.mp4,-1,-1,51.05
94_DCC-Net.mp4,-1,-1,29.65
115_GHE.mp4,-1,-1,54.05
pair42_StableLLVE.mp4,-1,-1,48.4
45.mp4,-1,-1,22.35
98_AGCCPF.mp4,-1,-1,31.8
pair29_SGZSL.mp4,-1,-1,55.55
24_GHE.mp4,-1,-1,30.35
pair28_BPHEME.mp4,-1,-1,24.85
pair51_StableLLVE.mp4,-1,-1,45
pair16_DCC-Net.mp4,-1,-1,36.55
pair16_AGCCPF.mp4,-1,-1,30.5
66_AGCCPF.mp4,-1,-1,27.65
pair55_AGCCPF.mp4,-1,-1,37.25
3770747002_SGZSL.mp4,-1,-1,15.55
4236199952_DCC-Net.mp4,-1,-1,44.9
114.mp4,-1,-1,50.9
pair57_StableLLVE.mp4,-1,-1,60.55
81_JY.mp4,-1,-1,51.4
71_AGCCPF.mp4,-1,-1,16.05
00603_DCC-Net.mp4,-1,-1,65.8
pair28_GHE.mp4,-1,-1,49.4
00723_JY.mp4,-1,-1,53.85
65_JY.mp4,-1,-1,58.55
63_BPHEME.mp4,-1,-1,52.55
78_JY.mp4,-1,-1,36.95
45_BPHEME.mp4,-1,-1,28.5
pair15_StableLLVE.mp4,-1,-1,43.5
pair44_GHE.mp4,-1,-1,42.65
28_MBLLEN.mp4,-1,-1,30.35
11_SGZSL.mp4,-1,-1,67.65
42.mp4,-1,-1,28.65
54_AGCCPF.mp4,-1,-1,27.35
pair24_JY.mp4,-1,-1,35.95
7969995368_GHE.mp4,-1,-1,42.4
pair8_BPHEME.mp4,-1,-1,27.1
17_AGCCPF.mp4,-1,-1,59.45
98_StableLLVE.mp4,-1,-1,23.6
pair22_StableLLVE.mp4,-1,-1,60.15
9494995600_AGCCPF.mp4,-1,-1,18.95
71.mp4,-1,-1,15.15
99_AGCCPF.mp4,-1,-1,55.9
67.mp4,-1,-1,38.6
00484_JY.mp4,-1,-1,38.65
pair55_DCC-Net.mp4,-1,-1,49.7
pair14_StableLLVE.mp4,-1,-1,43.6
95_StableLLVE.mp4,-1,-1,39.9
5107749210_SGZSL.mp4,-1,-1,17.65
5107749210_BPHEME.mp4,-1,-1,17.85
pair2.mp4,-1,-1,24.2
19_SGZSL.mp4,-1,-1,58.85
105.mp4,-1,-1,25.4
4206970561_JY.mp4,-1,-1,32.75
13_StableLLVE.mp4,-1,-1,39.15
5570426341.mp4,-1,-1,11.1
80_BPHEME.mp4,-1,-1,31.55
00818_AGCCPF.mp4,-1,-1,56.45
6_BPHEME.mp4,-1,-1,19.8
116_DCC-Net.mp4,-1,-1,38.45
37.mp4,-1,-1,18.05
21_MBLLEN.mp4,-1,-1,48.05
91_GHE.mp4,-1,-1,19
13.mp4,-1,-1,31.7
00484_MBLLEN.mp4,-1,-1,19.5
11.mp4,-1,-1,60.35
4897814885_SGZSL.mp4,-1,-1,34.3
108_DCC-Net.mp4,-1,-1,25.75
pair5_DCC-Net.mp4,-1,-1,59.5
61_DCC-Net.mp4,-1,-1,30.25
6469679863_SGZSL.mp4,-1,-1,14.85
87_SGZSL.mp4,-1,-1,43.4
74_GHE.mp4,-1,-1,23.95
1022_AGCCPF.mp4,-1,-1,64.5
105_GHE.mp4,-1,-1,27.2
17_JY.mp4,-1,-1,61.4
pair9_AGCCPF.mp4,-1,-1,30.3
25_SGZSL.mp4,-1,-1,56
pair57_SGZSL.mp4,-1,-1,55.25
33_JY.mp4,-1,-1,39.05
pair25_JY.mp4,-1,-1,31.45
3263720175_JY.mp4,-1,-1,22.8
6135877141_SGZSL.mp4,-1,-1,18.9
3263720175_GHE.mp4,-1,-1,24.4
65_MBLLEN.mp4,-1,-1,46.3
pair12_BPHEME.mp4,-1,-1,21.6
38_SGZSL.mp4,-1,-1,45.55
42_GHE.mp4,-1,-1,52.25
pair59_JY.mp4,-1,-1,37.95
42_JY.mp4,-1,-1,47
pair48.mp4,-1,-1,24.85
3263720175_AGCCPF.mp4,-1,-1,23.5
pair66.mp4,-1,-1,27.05
6792979288_DCC-Net.mp4,-1,-1,19.65
8_StableLLVE.mp4,-1,-1,70.2
39_JY.mp4,-1,-1,75
00611_StableLLVE.mp4,-1,-1,13.05
6059351914_StableLLVE.mp4,-1,-1,21.25
8431144343_SGZSL.mp4,-1,-1,42.65
4323977167_MBLLEN.mp4,-1,-1,41.4
pair30_BPHEME.mp4,-1,-1,21
10_StableLLVE.mp4,-1,-1,61.75
pair51.mp4,-1,-1,22.55
pair32_BPHEME.mp4,-1,-1,20.95
7358630018_BPHEME.mp4,-1,-1,22.35
54_GHE.mp4,-1,-1,34.75
5107749210_GHE.mp4,-1,-1,12.25
pair6_StableLLVE.mp4,-1,-1,59.9
pair50.mp4,-1,-1,24.45
87_JY.mp4,-1,-1,41.65
109_SGZSL.mp4,-1,-1,67.35
57_JY.mp4,-1,-1,80.15
5107749210_StableLLVE.mp4,-1,-1,18.7
pair15_GHE.mp4,-1,-1,46.2
40_SGZSL.mp4,-1,-1,54
104_DCC-Net.mp4,-1,-1,30.3
pair7_BPHEME.mp4,-1,-1,26.1
pair26_StableLLVE.mp4,-1,-1,53.2
00480_AGCCPF.mp4,-1,-1,55.6
3627681183_GHE.mp4,-1,-1,16.95
10_MBLLEN.mp4,-1,-1,69
4406917423_JY.mp4,-1,-1,30
pair40_AGCCPF.mp4,-1,-1,27.6
4897814885.mp4,-1,-1,24.15
00538_SGZSL.mp4,-1,-1,44.3
4897814885_StableLLVE.mp4,-1,-1,33.85
pair26_BPHEME.mp4,-1,-1,26.05
64.mp4,-1,-1,22.55
69_DCC-Net.mp4,-1,-1,13.35
20_BPHEME.mp4,-1,-1,62.2
63_DCC-Net.mp4,-1,-1,53.55
pair70_BPHEME.mp4,-1,-1,24.9
42_MBLLEN.mp4,-1,-1,51.05
94_StableLLVE.mp4,-1,-1,32.4
6123040072.mp4,-1,-1,14.75
41_BPHEME.mp4,-1,-1,27.05
41_SGZSL.mp4,-1,-1,27.25
104_SGZSL.mp4,-1,-1,39.3
pair67_DCC-Net.mp4,-1,-1,60.4
4406917423.mp4,-1,-1,11.7
00723_GHE.mp4,-1,-1,29.9
105_SGZSL.mp4,-1,-1,47.65
84_BPHEME.mp4,-1,-1,48.45
41_GHE.mp4,-1,-1,22.9
pair21.mp4,-1,-1,26.95
26_SGZSL.mp4,-1,-1,18.35
36.mp4,-1,-1,16
pair4_BPHEME.mp4,-1,-1,25.75
50_AGCCPF.mp4,-1,-1,50.6
8215074237_BPHEME.mp4,-1,-1,20.9
pair57_DCC-Net.mp4,-1,-1,61.65
25_AGCCPF.mp4,-1,-1,52.1
8635322862_AGCCPF.mp4,-1,-1,22.8
65_AGCCPF.mp4,-1,-1,57.75
pair60_JY.mp4,-1,-1,37.4
pair38_AGCCPF.mp4,-1,-1,30.3
pair60_StableLLVE.mp4,-1,-1,47.85
96_StableLLVE.mp4,-1,-1,36.85
5694745216.mp4,-1,-1,15.4
pair16.mp4,-1,-1,23.55
79_AGCCPF.mp4,-1,-1,78
52.mp4,-1,-1,47.2
81_SGZSL.mp4,-1,-1,49.4
117_StableLLVE.mp4,-1,-1,60.8
8278672659_BPHEME.mp4,-1,-1,18.45
pair64_SGZSL.mp4,-1,-1,53.9
00596_GHE.mp4,-1,-1,16.2
73_StableLLVE.mp4,-1,-1,43.7
54_DCC-Net.mp4,-1,-1,33.45
29_JY.mp4,-1,-1,70.1
00031_DCC-Net.mp4,-1,-1,51.65
0923_SGZSL.mp4,-1,-1,60.05
13_AGCCPF.mp4,-1,-1,52.65
44_AGCCPF.mp4,-1,-1,73.7
pair42_AGCCPF.mp4,-1,-1,31.3
pair47_StableLLVE.mp4,-1,-1,47.85
11_AGCCPF.mp4,-1,-1,67.3
pair57_AGCCPF.mp4,-1,-1,39.5
pair20_DCC-Net.mp4,-1,-1,55
pair49_StableLLVE.mp4,-1,-1,43.9
86_AGCCPF.mp4,-1,-1,50.35
pair50_StableLLVE.mp4,-1,-1,44.45
7_StableLLVE.mp4,-1,-1,51.45
9814654176_DCC-Net.mp4,-1,-1,14.1
86_SGZSL.mp4,-1,-1,56.2
7_DCC-Net.mp4,-1,-1,50.65
47_MBLLEN.mp4,-1,-1,45.5
7969995368_BPHEME.mp4,-1,-1,21.95
37_DCC-Net.mp4,-1,-1,40.55
5668545266_SGZSL.mp4,-1,-1,15
28.mp4,-1,-1,18.1
75_GHE.mp4,-1,-1,22.65
75.mp4,-1,-1,15.2
pair46_AGCCPF.mp4,-1,-1,30.65
6268574586_DCC-Net.mp4,-1,-1,12.1
3861648412_JY.mp4,-1,-1,29.1
32_AGCCPF.mp4,-1,-1,46.5
00002_MBLLEN.mp4,-1,-1,54.7
pair44_SGZSL.mp4,-1,-1,42.1
8278672659_GHE.mp4,-1,-1,29.6
43_JY.mp4,-1,-1,61.25
81_StableLLVE.mp4,-1,-1,56.75
48_BPHEME.mp4,-1,-1,60.1
pair14.mp4,-1,-1,21.9
3699089579_DCC-Net.mp4,-1,-1,30.6
49_MBLLEN.mp4,-1,-1,37.45
pair12_SGZSL.mp4,-1,-1,42.1
1_DCC-Net.mp4,-1,-1,35.95
59_BPHEME.mp4,-1,-1,25.4
00596_StableLLVE.mp4,-1,-1,24.05
66_MBLLEN.mp4,-1,-1,22.25
72_DCC-Net.mp4,-1,-1,49.95
pair39_AGCCPF.mp4,-1,-1,29.2
1009_SGZSL.mp4,-1,-1,67.9
00042_StableLLVE.mp4,-1,-1,64.15
79.mp4,-1,-1,69.05
3627681183_AGCCPF.mp4,-1,-1,32.55
pair49_SGZSL.mp4,-1,-1,42.65
17_GHE.mp4,-1,-1,69.15
pair22_AGCCPF.mp4,-1,-1,33.75
pair58_BPHEME.mp4,-1,-1,23.65
23_SGZSL.mp4,-1,-1,83.7
116_GHE.mp4,-1,-1,36.45
pair43_JY.mp4,-1,-1,43.45
42_AGCCPF.mp4,-1,-1,45.85
9814654176_SGZSL.mp4,-1,-1,24.4
8320880668_SGZSL.mp4,-1,-1,11.5
pair6_DCC-Net.mp4,-1,-1,59.9
6135877141_AGCCPF.mp4,-1,-1,20.85
50_StableLLVE.mp4,-1,-1,62.7
0911panGarden_StableLLVE.mp4,-1,-1,58.6
7_GHE.mp4,-1,-1,52.65
pair21_SGZSL.mp4,-1,-1,47.9
00042_DCC-Net.mp4,-1,-1,59.45
pair27_BPHEME.mp4,-1,-1,32.6
56_SGZSL.mp4,-1,-1,51.2
101_BPHEME.mp4,-1,-1,48.15
pair18_AGCCPF.mp4,-1,-1,46.4
pair26.mp4,-1,-1,27.85
71_GHE.mp4,-1,-1,11.15
109_GHE.mp4,-1,-1,29.15
00021_JY.mp4,-1,-1,62.6
pair34_AGCCPF.mp4,-1,-1,32.6
19_StableLLVE.mp4,-1,-1,58.45
pair18.mp4,-1,-1,29.2
50_MBLLEN.mp4,-1,-1,54.9
7_MBLLEN.mp4,-1,-1,40.65
pair10_DCC-Net.mp4,-1,-1,59.2
6792979288_GHE.mp4,-1,-1,18.9
3627681183_BPHEME.mp4,-1,-1,15.3
pair20_StableLLVE.mp4,-1,-1,60
66_BPHEME.mp4,-1,-1,23.45
pair52_AGCCPF.mp4,-1,-1,32.15
30_GHE.mp4,-1,-1,20.1
pair60_BPHEME.mp4,-1,-1,23.45
47_DCC-Net.mp4,-1,-1,47.7
5805360253_BPHEME.mp4,-1,-1,16.7
pair29.mp4,-1,-1,28.2
99_SGZSL.mp4,-1,-1,62.6
58_JY.mp4,-1,-1,43.8
39.mp4,-1,-1,55.35
pair63_JY.mp4,-1,-1,40.2
5_BPHEME.mp4,-1,-1,21.55
6792979288_AGCCPF.mp4,-1,-1,17.3
pair67_AGCCPF.mp4,-1,-1,28.05
pair70_DCC-Net.mp4,-1,-1,54.95
66_GHE.mp4,-1,-1,23.35
14_GHE.mp4,-1,-1,46.85
26.mp4,-1,-1,15.15
4897814885_AGCCPF.mp4,-1,-1,36.9
7390590300_DCC-Net.mp4,-1,-1,29.3
63_GHE.mp4,-1,-1,55
pair70_SGZSL.mp4,-1,-1,52.75
pair47_GHE.mp4,-1,-1,44
12_SGZSL.mp4,-1,-1,30.45
91_StableLLVE.mp4,-1,-1,24.4
85_DCC-Net.mp4,-1,-1,37.9
50_BPHEME.mp4,-1,-1,32.1
21_SGZSL.mp4,-1,-1,71.15
77.mp4,-1,-1,22.5
pair7.mp4,-1,-1,25.9
pair12_DCC-Net.mp4,-1,-1,50.05
52_DCC-Net.mp4,-1,-1,57.55
57_MBLLEN.mp4,-1,-1,73.8
104_JY.mp4,-1,-1,32.85
73_BPHEME.mp4,-1,-1,33.85
89_AGCCPF.mp4,-1,-1,34.55
00543_SGZSL.mp4,-1,-1,25.15
110_StableLLVE.mp4,-1,-1,66.3
7390590300_SGZSL.mp4,-1,-1,36.7
40_BPHEME.mp4,-1,-1,40.1
22_AGCCPF.mp4,-1,-1,42.35
17_MBLLEN.mp4,-1,-1,63.55
pair19_SGZSL.mp4,-1,-1,56
109.mp4,-1,-1,58.1
pair6_SGZSL.mp4,-1,-1,57.75
4020832533_GHE.mp4,-1,-1,34.65
pair56_SGZSL.mp4,-1,-1,55.25
104_GHE.mp4,-1,-1,29.05
101.mp4,-1,-1,31.6
19_AGCCPF.mp4,-1,-1,59.7
pair70_AGCCPF.mp4,-1,-1,32.35
pair31_SGZSL.mp4,-1,-1,43.85
pair61_DCC-Net.mp4,-1,-1,49.45
101_GHE.mp4,-1,-1,39.2
105_BPHEME.mp4,-1,-1,32.25
111_DCC-Net_DCC-Net.mp4,-1,-1,30.3
20_JY.mp4,-1,-1,68.65
7390590300_JY.mp4,-1,-1,35.7
57_DCC-Net.mp4,-1,-1,72.8
00570_StableLLVE.mp4,-1,-1,55.65
112_JY.mp4,-1,-1,63.85
00538_JY.mp4,-1,-1,54
4897814885_JY.mp4,-1,-1,37.05
21.mp4,-1,-1,51.85
51_BPHEME.mp4,-1,-1,25.75
pair40.mp4,-1,-1,23.5
6469679863_DCC-Net.mp4,-1,-1,11.5
3770747002_BPHEME.mp4,-1,-1,17.55
pair8_JY.mp4,-1,-1,46.8
93_AGCCPF.mp4,-1,-1,62.9
111_JY.mp4,-1,-1,39.35
1019_AGCCPF.mp4,-1,-1,78.35
00567_MBLLEN.mp4,-1,-1,46.65
1009_GHE.mp4,-1,-1,67.5
3627681183.mp4,-1,-1,17.8
15_DCC-Net.mp4,-1,-1,62.4
5412442677_DCC-Net.mp4,-1,-1,21.95
12_BPHEME.mp4,-1,-1,18.1
22.mp4,-1,-1,27
97_StableLLVE.mp4,-1,-1,43.25
pair4.mp4,-1,-1,25.4
pair34_JY.mp4,-1,-1,38.7
7390590300_AGCCPF.mp4,-1,-1,33.45
42_DCC-Net.mp4,-1,-1,52.8
94.mp4,-1,-1,20.45
15_StableLLVE.mp4,-1,-1,67.6
22_DCC-Net.mp4,-1,-1,42.35
00543_JY.mp4,-1,-1,47.25
pair48_DCC-Net.mp4,-1,-1,46.05
113_JY.mp4,-1,-1,57.05
78_GHE.mp4,-1,-1,27.55
110.mp4,-1,-1,57.6
28_JY.mp4,-1,-1,31.25
3825035703.mp4,-1,-1,25.5
110_BPHEME.mp4,-1,-1,57.75
27_StableLLVE.mp4,-1,-1,29.5
0923_JY.mp4,-1,-1,66.75
pair51_JY.mp4,-1,-1,32.45
67_GHE.mp4,-1,-1,49.7
78_AGCCPF.mp4,-1,-1,31.55
pair61_SGZSL.mp4,-1,-1,38.85
5893880541_SGZSL.mp4,-1,-1,19.35
44_BPHEME.mp4,-1,-1,67.5
95_GHE.mp4,-1,-1,39.5
89_StableLLVE.mp4,-1,-1,39.2
115.mp4,-1,-1,51.4
pair11_AGCCPF.mp4,-1,-1,30.15
9494995600.mp4,-1,-1,13.55
00603.mp4,-1,-1,43.8
3861648412_AGCCPF.mp4,-1,-1,22.35
58.mp4,-1,-1,34.5
6135877141_GHE.mp4,-1,-1,18.05
80_JY.mp4,-1,-1,44.25
00729.mp4,-1,-1,15.95
pair39.mp4,-1,-1,24.9
69.mp4,-1,-1,18.95
17_SGZSL.mp4,-1,-1,68.85
00570_JY.mp4,-1,-1,64.5
48_AGCCPF.mp4,-1,-1,66.4
pair17_GHE.mp4,-1,-1,41.35
99_BPHEME.mp4,-1,-1,49.55
pair61.mp4,-1,-1,23.5
4897814885_MBLLEN.mp4,-1,-1,31.5
pair1_GHE.mp4,-1,-1,61
pair49_JY.mp4,-1,-1,38.7
10132105415_MBLLEN.mp4,-1,-1,19.5
16_StableLLVE.mp4,-1,-1,69.85
pair23.mp4,-1,-1,25.05
9494995600_BPHEME.mp4,-1,-1,14.55
pair10_JY.mp4,-1,-1,43.7
pair64_JY.mp4,-1,-1,49.35
pair12_AGCCPF.mp4,-1,-1,29.2
pair18_SGZSL.mp4,-1,-1,57.8
pair63_GHE.mp4,-1,-1,52.45
pair60_SGZSL.mp4,-1,-1,49.4
3699089579_GHE.mp4,-1,-1,29.25
88_AGCCPF.mp4,-1,-1,47.9
7969995368_DCC-Net.mp4,-1,-1,24.85
6131895268_SGZSL.mp4,-1,-1,14
110_SGZSL.mp4,-1,-1,63.9
87_AGCCPF.mp4,-1,-1,48.3
78_SGZSL.mp4,-1,-1,33.35
6469679863_MBLLEN.mp4,-1,-1,14.1
8372557828_StableLLVE.mp4,-1,-1,7.45
8324243833.mp4,-1,-1,14.55
36_StableLLVE.mp4,-1,-1,19.05
pair48_JY.mp4,-1,-1,35.95
62_SGZSL.mp4,-1,-1,35.25
4020832533_SGZSL.mp4,-1,-1,40.75
3627681183_StableLLVE.mp4,-1,-1,19.4
8320880668.mp4,-1,-1,14.05
pair4_DCC-Net.mp4,-1,-1,59.9
pair17.mp4,-1,-1,24
82_JY.mp4,-1,-1,43.7
00818_SGZSL.mp4,-1,-1,50.1
pair42_JY.mp4,-1,-1,42.45
6059351914_SGZSL.mp4,-1,-1,15.75
pair33_DCC-Net.mp4,-1,-1,53.95
5694745216_SGZSL.mp4,-1,-1,25.8
4236199952_StableLLVE.mp4,-1,-1,46.45
pair59_AGCCPF.mp4,-1,-1,30.55
44_DCC-Net.mp4,-1,-1,62.25
51_GHE.mp4,-1,-1,27.15
8324243833_MBLLEN.mp4,-1,-1,20.2
00110_JY.mp4,-1,-1,56.35
24_SGZSL.mp4,-1,-1,69.6
10_JY.mp4,-1,-1,65.3
44_SGZSL.mp4,-1,-1,74.45
63_MBLLEN.mp4,-1,-1,59.5
113_BPHEME.mp4,-1,-1,38.7
6812062788_MBLLEN.mp4,-1,-1,36.5
